Prompt,Style,Score,Readability,Simplicity,Actionability,Comfort,Explanation
What should I do if I feel anxious in the evening?,step-by-step,39.0,85.0,9.999999999999998,10,0,"1. Pick up your phone → in your hand → looks like a rectangle
2. Press the power button → right side → small round button
3. Swipe up on the screen → bottom center → bright display
4. Tap on the 'Health' app → home screen → heart icon
5. Select 'Mindfulness' → middle of screen → brain icon
6. Choose 'Guided Breathing' → top of screen → lung icon

Why: This can help calm your anxiety.

📊 This should help in most situations. (How sure I am: 84%)"
What should I do if I feel anxious in the evening?,short + simplify,35.7,76.0,51.0,0,0,"Do things that make you feel calm, like reading a book, sitting quietly, or having a warm bath. If you still feel worried, it might be a good idea to talk to a doctor or a counselor.

📊 This should help in most situations. (How sure I am: 75%)"
What should I do if I feel anxious in the evening?,short + step-by-step,23.700000000000003,47.0,0,50,0,"Try engaging in relaxing activities such as reading, listening to calming music, or practicing mindfulness exercises. If anxiety persists, consider speaking with a mental health professional.

👣 **Step-by-Step Instructions**:
1. Sit comfortably → In a quiet room → On a chair or bed
2. Close your eyes → Anywhere → Eyes shut completely
3. Take deep breaths → From your belly → Feel it rise and fall
4. Imagine a peaceful place → In your mind → Beach, forest, etc.
5. Stay in this state → 5-10 minutes → Use a timer if needed
6. Open your eyes slowly → Anywhere → When you're ready

📊 This should help in most situations. (How sure I am: 86%)"
What should I do if I feel anxious in the evening?,simplify + step-by-step,0,46.0,0,90,10,"Feeling anxious can be like having a garden full of weeds. It's overwhelming and difficult to see the beautiful flowers underneath. Here are a few things you can do to help ""weed out"" that anxiety:

1. Calm Activities: Try to do something soothing before bedtime, like reading a book or listening to soft music. This can help your mind slow down and prepare for sleep, similar to how a garden needs to be watered and tended to for the flowers to bloom.

2. Breathing Exercises: Deep breathing can help you relax, just like how plants need fresh air to grow. You can try inhaling deeply, holding it for a few seconds, and then exhaling slowly.

3. Stay Active: Regular physical activity during the day can help reduce anxiety and improve sleep, much like how regular care helps a garden thrive. 

4. Limit Caffeine: Try to avoid caffeine late in the day. It's like adding too much fertilizer to your garden - it can do more harm than good.

5. Seek Help: If your anxiety continues, it might be a good idea to talk to a healthcare professional, just like you'd seek advice from a gardener if your plants weren't doing well. 

Remember, it's okay to have some weeds in your garden, or anxiety in your life. The key is knowing how to manage it.

👣 **Step-by-Step Instructions**:
1. Identify your feelings → Mind → Feeling of unease
2. Find a quiet space → Home → Away from noise
3. Sit comfortably → Chair/Couch → Soft and relaxing
4. Close your eyes → Face → Eyelids touching
5. Breathe deeply → Chest → Inhale, exhale slowly
6. Think positive thoughts → Mind → Happy memories or places

📊 This should help in most situations. (How sure I am: 73%)"
What should I do if I feel anxious in the evening?,short + simplify + step-by-step,31.900000000000006,77.0,0,70,0,"Think about getting ready for bed like preparing a garden for nightfall. Just like you would tidy up the garden and put tools away, try calming down with a good book or a warm bath. Keep away from coffee and screens before bedtime, and try to sleep and wake up at the same times every day.

👣 **Step-by-Step Instructions**:
1. Sit comfortably → In a quiet room → On a chair or bed
2. Close your eyes → Any location → Gently, no force
3. Breathe deeply → Through your nose → Inhale for 4 seconds
4. Hold your breath → Same position → Count to 7 seconds
5. Exhale slowly → Through your mouth → For 8 seconds
6. Repeat steps 3-5 → Same position → Until you feel calm

📊 This should help in most situations. (How sure I am: 81%)"
How do I get better sleep at night?,short,18.5,17.0,39.0,0,0,"Poor sleep can be caused by various factors such as stress, irregular sleep schedule, poor sleep environment, or consumption of caffeine or alcohol. Improve your sleep by maintaining a regular sleep schedule, creating a restful environment, avoiding caffeine and alcohol close to bedtime, and managing stress through relaxation techniques.

📊 This should help in most situations. (How sure I am: 82%)"
How do I get better sleep at night?,simplify,0,59.0,0,20,0,"Improving your sleep is a lot like taking care of a garden. Just like a garden needs sunlight, water, and good soil to flourish, your body needs a few key things to sleep well.

Firstly, try to keep a regular sleep schedule. This means going to bed and waking up at the same time every day, just like how plants need regular sunlight to grow.

Next, create a relaxing bedtime routine. This could be reading a book, listening to soft music, or taking a warm bath. It's like preparing the soil before planting seeds.

Also, make sure your bedroom is dark, quiet, and cool, like a peaceful night in a garden. You could use earplugs, an eye mask, or a fan to help create this environment.

Lastly, avoid large meals, caffeine, and alcohol close to bedtime. These can disrupt your sleep like pests in a garden.

Remember, it might take some time to see improvements, just like it takes time for a seed to grow into a beautiful flower. So, be patient with yourself and keep trying different strategies until you find what works best for you.

📊 This may help, but ask someone if unsure. (How sure I am: 69%)"
How do I get better sleep at night?,step-by-step,37.1,92.0,1.0000000000000009,0,0,"1. Open the 'Health' app → on your phone's screen → looks like a heart
2. Tap 'Browse' → bottom right → looks like a square with lines
3. Scroll and tap 'Sleep' → in the list → looks like a moon
4. Tap 'Get Started' → bottom of screen → blue button
5. Follow on-screen instructions → on your screen → text and arrows
6. Tap 'Done' → top right → looks like a check mark

Why: This will help you track and improve your sleep.

📊 I'm highly confident this will help. (How sure I am: 93%)"
How do I get better sleep at night?,short + simplify,55.1,100,37.0,20,0,"Try to go to bed and wake up at the same time every day. Don't drink things like coffee before bed, and don't use things like phones or TVs. Make sure your bedroom is comfy. Do some light exercise every day. If you still can't sleep well, go see a doctor.

📊 This should help in most situations. (How sure I am: 79%)"
How do I get better sleep at night?,short + step-by-step,18.6,35.0,0,50,0,"Establish a regular sleep schedule, avoid caffeine and electronic devices before bedtime, create a comfortable sleep environment, and engage in regular physical activity. If sleep problems persist, consider consulting a healthcare professional.

👣 **Step-by-Step Instructions**:
1. Avoid caffeine → After 2 pm → Coffee, tea, chocolate
2. Set a sleep schedule → Nightly → Same bedtime and wake-up time
3. Turn off electronics → 1 hour before bedtime → Phones, TVs, tablets
4. Make room dark → Bedroom → Close curtains, turn off lights
5. Keep room cool → Bedroom → Lower thermostat, use fan
6. Try relaxation techniques → In bed → Deep breathing, meditation

📊 This should help in most situations. (How sure I am: 84%)"
How do I get better sleep at night?,simplify + step-by-step,0,47.0,0,50,0,"Getting a good night's sleep is a bit like growing a healthy garden. Here are a few tips:

1. Regular schedule: Just like plants need a regular watering schedule, your body needs a regular sleep schedule. Try to go to bed and wake up at the same time every day.

2. Comfortable environment: Your bed should be as comfortable as a bed of roses. Make sure your room is dark, quiet, and cool. 

3. Avoid stimulants: Just as you wouldn't give your plants coffee, avoid caffeine and alcohol close to bedtime. They can interfere with your sleep.

4. Wind down: Spend the last hour before bed doing a calming activity like reading. It's like the quiet time you spend in a garden before the sun goes down.

5. Consult a professional: If you still have trouble sleeping, it might be time to see a doctor. Just like you'd call a gardener for a stubborn plant problem, sometimes you need a professional's help.

👣 **Step-by-Step Instructions**:
1. Avoid caffeine → After lunch → Coffee, tea, soda
   🧠 Why: Caffeine can interfere with sleep.

2. Limit naps → Daytime → Long or frequent naps
   🧠 Why: Napping can disrupt your normal sleep.

3. Exercise regularly → Morning or afternoon → Walking, swimming
   🧠 Why: Regular physical activity can help you fall asleep faster.

4. Keep consistent sleep hours → Night and morning → Same time daily
   🧠 Why: This helps regulate your body's clock.

5. Create a restful environment → Bedroom → Dark, quiet, cool
   🧠 Why: This can make it easier to fall and stay asleep.

6. Manage stress → Throughout the day → Relaxation techniques
   🧠 Why: Lowering stress can improve your sleep.

📊 This may help, but ask someone if unsure. (How sure I am: 71%)"
How do I get better sleep at night?,short + simplify + step-by-step,27.7,69.0,0,50,0,"Try to go to bed and wake up at the same time every day, like a sunflower follows the sun. Don't drink coffee or use your phone or TV before bed, and make sure your bedroom is cozy. Doing some exercise and finding ways to relax can also help you sleep better.

👣 **Step-by-Step Instructions**:
1. Avoid caffeine → After lunch → Coffee, tea, chocolate
2. Exercise regularly → Daytime → Walking, gardening, stretching
3. Limit naps → Afternoon → Set alarm for 20 minutes
4. Create sleep routine → Evening → Brush teeth, read book
5. Make bedroom dark → Night → Close curtains, turn off lights
6. Use bed for sleep only → Bedroom → No TV, work, eating

📊 This should help in most situations. (How sure I am: 81%)"
What does it mean if my ankles are swollen?,short,27.200000000000003,29.0,52.0,0,0,"Swollen ankles can be caused by prolonged standing or sitting, injury, or medical conditions like heart disease, kidney disease, or pregnancy. Elevate your feet, reduce salt intake, and consult a healthcare professional for a proper diagnosis.

📊 This should help in most situations. (How sure I am: 80%)"
What does it mean if my ankles are swollen?,simplify,19.3,65.0,10.999999999999998,0,0,"Swollen ankles mean that there's extra fluid that's built up in the tissues around your ankles. This can be compared to a garden hose that's been left on for too long. Just like the water fills up and overflows from a pot, fluid can build up in your ankles causing them to swell. It's not always serious, but if you're noticing it a lot, it might be a good idea to have a chat with your doctor.

📊 This should help in most situations. (How sure I am: 75%)"
What does it mean if my ankles are swollen?,step-by-step,38.3,84.0,8.999999999999996,10,0,"1. Open Google → Tap on Google app → Blue 'G' icon
2. Type in search → Tap on search bar → Top of screen
3. Enter 'swollen ankles' → Use keyboard → Letters on screen
4. Press 'Search' → Tap on blue button → Right of search bar
5. Select a result → Tap on a link → Underlined text
6. Read information → Scroll down → Finger on screen

Why: To understand why your ankles are swollen.

📊 I'm highly confident this will help. (How sure I am: 90%)"
What does it mean if my ankles are swollen?,short + simplify,42.9,72.0,47.0,0,0,"Your ankles might get puffy if you stand or walk a lot, if you hurt them, or if you have certain health problems like heart or kidney disease, or lymphedema. If your ankles stay swollen, you should go see a doctor.

📊 This should help in most situations. (How sure I am: 78%)"
What does it mean if my ankles are swollen?,short + step-by-step,13.100000000000003,45.0,0,40,0,"Swollen ankles can be due to various reasons such as standing or walking a lot, injury, or medical conditions like heart disease, kidney disease, or edema. If the swelling persists, it's best to consult a healthcare professional.

👣 **Step-by-Step Instructions**:
1. Identify swelling → Look at ankles → Larger than usual
2. Check for pain → Press gently on ankle → Feels tender
3. Look for redness → Skin around ankle → Appears redder
4. Check other symptoms → General body → Shortness of breath, fatigue
5. Contact doctor → Phone → Dial doctor's number
6. Describe symptoms → Conversation with doctor → Explain swelling, pain, redness

Why: Swollen ankles can be a sign of various health issues, such as heart, liver or kidney disease. It's important to get medical advice.

📊 This should help in most situations. (How sure I am: 86%)"
What does it mean if my ankles are swollen?,simplify + step-by-step,6.5,52.0,0,50,0,"Swollen ankles can be similar to a garden after a heavy rain. Just like the soil absorbs the extra water, your body holds onto extra fluid and it pools in places like your ankles, causing them to swell. This can happen for many reasons, like sitting or standing for a long time, eating too much salty food, or because of certain medications. However, it can also be a sign of more serious health issues, like heart, kidney, or liver problems. If your ankles often get swollen, it's a good idea to talk to your doctor about it.

👣 **Step-by-Step Instructions**:
1. Open internet browser → desktop → blue 'e' or colorful 'Chrome'
2. Type 'WebMD' → top bar → blinking line
3. Press 'Enter' → keyboard → long key middle bottom
4. Click 'Search' → top right → magnifying glass icon
5. Type 'Swollen ankles' → search bar → blinking line
6. Press 'Enter' → keyboard → long key middle bottom

Why: To find medical information about swollen ankles.

📊 I'm highly confident this will help. (How sure I am: 88%)"
What does it mean if my ankles are swollen?,short + simplify + step-by-step,10.5,52.0,0,40,0,"Swollen ankles can happen if you're on your feet a lot, if you've hurt yourself, or if you have certain health problems, like heart trouble or kidney issues, or if you're pregnant. If your ankles stay puffy, or if you feel other things aren't right, it's like a wilting plant needing a gardener's care - you should see a doctor.

👣 **Step-by-Step Instructions**:
1. Open internet browser → on your screen → usually a globe icon
2. Click on search bar → top center → blinking cursor
3. Type ""Causes of swollen ankles"" → in search bar → using keyboard
4. Press ENTER key → bottom right on keyboard → long horizontal key
5. Read displayed information → on your screen → in the browser window
6. Consult a doctor if needed → offline → call or visit clinic

⚠️ WARNING: Don't self-diagnose. Always consult a healthcare professional.

📊 I'm highly confident this will help. (How sure I am: 89%)"
How can I make a cup of coffee without a machine?,short,53.5,86.0,62.0,0,5,"You may not have the right equipment. You can make coffee by boiling water and coffee grounds in a pot, then straining it into a cup.

📊 This should help in most situations. (How sure I am: 80%)"
How can I make a cup of coffee without a machine?,simplify,0,81.0,0,0,0,"Sure, making a cup of coffee without a machine is like planting a seed in your garden without using any fancy tools. All you need is your coffee grounds, a pot, a heat source, and a strainer. 

Here's how:

1. Pour water into your pot. Just like you'd water your plants, you need enough to make your coffee. For one cup, use about two cups of water.

2. Add your coffee grounds. This is like adding the seed to your garden. For one cup of coffee, about two tablespoons should be enough.

3. Heat it up. Put your pot on the stove, or any heat source, and bring it to a boil. This is like the sun shining down, helping your plant to grow.

4. Let it brew. Once it's boiling, let it sit for a couple of minutes. This is the time when your coffee 'grows', just like a seed would in a garden.

5. Strain it. Pour your coffee through a strainer into your cup to catch any grounds, just like you'd remove any weeds from your garden.

And there you have it! A lovely cup of coffee, made without any machines. Just like in gardening, it's all about the simple joy of creating something with your own two hands.

📊 This should help in most situations. (How sure I am: 72%)"
How can I make a cup of coffee without a machine?,step-by-step,18.0,64.0,0,10,0,"1. Fill kettle with water → kitchen tap → turn tap handle
2. Turn on kettle → on the kettle → press the switch
   Why: To boil the water for your coffee.
3. Place coffee in cup → kitchen cupboard → find coffee jar
   Why: This is the main ingredient for your drink.
4. Pour boiled water into cup → from kettle → handle on top
   Why: This mixes with the coffee to make your drink.
5. Stir coffee → using a spoon → in the cutlery drawer
   Why: This helps to dissolve the coffee in the water.
6. Add milk and sugar → from fridge → white jug and sugar bowl
   Why: To adjust the taste to your liking.

📊 This should help in most situations. (How sure I am: 86%)"
How can I make a cup of coffee without a machine?,short + simplify,44.5,98.0,16.000000000000004,0,5,"You can make coffee on your stove, just like heating soup. First, heat up some water until it boils. Put coffee powder in a cup. Pour the hot water into the cup. Wait a bit, like when you let a tea bag sit in hot water. Then, pour the coffee into another cup but use a small net or cloth to catch the coffee powder. Now, you have a cup of coffee.

📊 This should help in most situations. (How sure I am: 80%)"
How can I make a cup of coffee without a machine?,short + step-by-step,2.6000000000000014,51.0,0,30,5,"You can make coffee without a machine by using the stove-top method. Boil water in a pot, add coffee grounds into the boiling water, let it simmer for a few minutes, then strain the coffee into a cup using a fine mesh sieve or a coffee filter.

👣 **Step-by-Step Instructions**:
1. Fill kettle with water → kitchen tap → turn tap clockwise
   Why: To boil water for coffee.

2. Turn on kettle → kettle switch → usually a small lever
   Why: To heat the water.

3. Put coffee in cup → coffee jar → looks like brown powder
   Why: This is the actual coffee you will drink.

4. Pour boiled water into cup → from kettle → until 3/4 full
   Why: This mixes with the coffee to make your drink.

5. Stir coffee → using a spoon → until color is even
   Why: To ensure the coffee is properly mixed.

6. Add milk/sugar if desired → from fridge/packet → to taste
   Why: To customize your coffee to your liking.

📊 This should help in most situations. (How sure I am: 84%)"
How can I make a cup of coffee without a machine?,simplify + step-by-step,0,68.0,0,30,5,"Sure, making coffee without a machine is just like planting a seed in your garden and watching it grow, it requires a little more effort but the result is rewarding. Here's a simple way to do it:

1. Boil water: Put some water in a kettle or a pot and heat it until it's boiling.

2. Ground your coffee: If your coffee isn't already ground, you'll need to do that. You're looking for a texture like coarse sea salt.

3. Mix coffee and water: Put two tablespoons of your ground coffee into a cup. Then, pour the hot water into the cup until it's about halfway full.

4. Stir and wait: Give the coffee and hot water a good stir with a spoon and then let it sit for about 4 minutes. This is like letting your seed grow, it takes a little patience.

5. Pour and enjoy: After the 4 minutes, slowly pour your coffee into another cup, trying to leave the coffee grounds behind. Now, you can enjoy your homemade, machine-free coffee! 

Remember, it might take a few tries to get it just the way you like it, just like finding the perfect spot in your garden for a plant. But once you've got it, you'll be able to enjoy a lovely cup of coffee anytime.

👣 **Step-by-Step Instructions**:
1. Boil water → Kitchen stove → Looks like a blue flame
2. Place coffee grounds → Coffee filter → Looks like brown powder
3. Pour hot water → Over coffee grounds → Watch for steam
4. Let it steep → In the cup → Wait for 4 minutes
5. Stir gently → With a spoon → Until color is even
6. Enjoy your coffee → At your favorite spot → Smells delicious

📊 This may help, but ask someone if unsure. (How sure I am: 67%)"
How can I make a cup of coffee without a machine?,short + simplify + step-by-step,22.4,65.0,0,30,0,"Making coffee without a machine is like cooking soup on the stove. Just boil water in a pot, mix in coffee grounds like you would with soup ingredients, let it cook a bit, then pour it into your cup using a kitchen strainer to catch the grounds.

👣 **Step-by-Step Instructions**:
1. Fill kettle with water → kitchen tap → silver handle
2. Turn on kettle → switch on wall → red light appears
3. Place coffee into cup → kitchen cupboard → brown granules
4. Wait for kettle to boil → kettle → steam rises
5. Pour hot water into cup → over the sink → water turns brown
6. Stir with spoon → kitchen drawer → long, metal utensil

📊 This should help in most situations. (How sure I am: 82%)"
What’s a gentle way to stretch in the morning?,short,37.300000000000004,58.0,47.0,0,0,"Tight muscles or lack of flexibility may cause discomfort while stretching. Start with simple movements like neck rolls, shoulder shrugs, arm circles, side bends, ankle rolls, and gentle forward bends. Gradually increase the range of motion as your body warms up.

📊 This should help in most situations. (How sure I am: 80%)"
What’s a gentle way to stretch in the morning?,simplify,9.700000000000006,73.0,0,0,0,"Starting your day with a gentle stretch is like giving your body a good morning hug. It's like watering your garden in the morning, preparing the plants for the day's sunshine. Here's a simple way to do it:

1. When you wake up, stay in bed for a moment. Don't jump out of bed like a startled rabbit.
2. Start by wiggling your toes and fingers, just like the way flowers slowly open their petals in the morning.
3. Stretch your arms up, like a tree reaching for the sky, then lower them down slowly. 
4. Bend your knees, one at a time, and pull them gently towards your chest. It's like folding a delicate leaf, be gentle and don't rush.
5. Finally, sit up slowly, don't shock your body by getting up too fast. 

Remember, the key is to be gentle and slow, just like how nature wakes up in the morning.

📊 This should help in most situations. (How sure I am: 82%)"
What’s a gentle way to stretch in the morning?,step-by-step,19.1,53.0,0,0,0,"1. Open YouTube app → Home screen → Red play button icon
2. Tap Search icon → Top right → Looks like a magnifying glass
3. Type 'Morning stretches for seniors' → Middle of screen → Virtual keyboard
4. Tap the top result → Middle of screen → Thumbnail with video title
5. Tap Play button → Middle of video screen → Looks like a white triangle
6. Follow along with video → On your screen → Instructor demonstrating stretches
Why: These videos are designed for seniors and will guide you through gentle morning stretches.

📊 I'm highly confident this will help. (How sure I am: 88%)"
What’s a gentle way to stretch in the morning?,short + simplify,45.6,87.0,36.0,0,0,"Begin with easy movements like rolling your neck and shoulders. Then, stretch your arms and legs. Do yoga poses like child's pose, cat-cow, and downward dog. These are soft and good stretches for the morning. It's like gently watering your garden in the morning to help the plants wake up and grow.

📊 This should help in most situations. (How sure I am: 80%)"
What’s a gentle way to stretch in the morning?,short + step-by-step,28.6,70.0,0,30,0,"Start with simple movements like neck and shoulder rolls, followed by arm and leg stretches. Gradually increase the range of motion, and consider incorporating yoga poses such as child's pose and downward dog.

👣 **Step-by-Step Instructions**:
1. Stand up straight → middle of room → clear space around you
2. Raise your arms → overhead → until they're straight
3. Bend slowly → at waist → like a folding chair
4. Hold for 10 seconds → use a clock → count slowly
5. Stand up slowly → back to starting position → arms down
6. Repeat 3 times → same steps → for a good stretch

📊 This should help in most situations. (How sure I am: 80%)"
What’s a gentle way to stretch in the morning?,simplify + step-by-step,3.400000000000002,64.0,0,30,0,"A gentle way to stretch in the morning is to start slow and easy, just like when you're watering a garden. You wouldn't pour a whole bucket of water on a delicate flower all at once, right? Same with your body.

Begin by standing tall and reaching your arms above your head, like a tree reaching for the sun. Then, slowly bend forward, as if you're a willow tree bending towards the ground. Stand up again and gently roll your shoulders back, as if you're a bird flapping its wings. 

Remember, it's not about being perfect or doing a lot, just like in gardening, it's about taking care of yourself little by little, every day.

👣 **Step-by-Step Instructions**:
1. Stand straight → middle of room → clear space around you
2. Raise arms overhead → standing position → arms straight up
3. Bend forward → from waist → touch toes
4. Stand up straight → back to starting position → body upright
5. Bend left → from waist → touch left ankle
6. Repeat right → from waist → touch right ankle

📊 This should help in most situations. (How sure I am: 80%)"
What’s a gentle way to stretch in the morning?,short + simplify + step-by-step,22.4,65.0,0,30,0,"Begin with easy moves like turning your neck, lifting your shoulders, making circles with your arms, and bending forward softly. Then do some easy yoga, like sun salutations, which is like watering all the plants in your garden - it helps to stretch your whole body gently.

👣 **Step-by-Step Instructions**:
1. Stand up straight → middle of room → clear space around you
2. Raise arms high → overhead → palms facing each other
3. Bend forward slowly → at waist → until hands touch floor
4. Stand up slowly → back to starting position → hands at sides
5. Repeat steps 2-4 → same location → three times
6. Sit down gently → on chair → to finish stretching

📊 This should help in most situations. (How sure I am: 80%)"
How do I write a thank-you note?,short,39.7,67.0,43.00000000000001,0,0,"Start by addressing the recipient, then express your gratitude specifically mentioning the gift, favor, or act you are thankful for. Add a personal touch or detail, then close with a warm sign-off. Write this on a card or note and send it to the recipient.

📊 This should help in most situations. (How sure I am: 82%)"
How do I write a thank-you note?,simplify,13.900000000000002,76.0,0,0,0,"Writing a thank-you note is like planting a seed of gratitude. First, you need to prepare your ""soil"" by choosing a nice card or piece of paper. 

Then, you ""plant your seed"" by starting with a warm greeting, like ""Dear [Name]"". Next, you ""water your seed"" by expressing your thanks. Be specific about what you're thankful for. For example, ""Thank you for the lovely gift"" or ""I really appreciate your help with the garden"".

After that, you ""add some sunshine"" by saying something nice or personal. You could share how their gift or help made a difference to you. 

Finally, you ""watch your plant grow"" by ending your note with a warm closing, like ""With thanks"" or ""Warmly"", and signing your name. 

And there you have it, a blooming thank-you note! Just remember, the most important thing is to be sincere and heartfelt.

📊 This should help in most situations. (How sure I am: 77%)"
How do I write a thank-you note?,step-by-step,31.200000000000003,90.0,0,0,0,"1. Grab a pen → in your drawer → looks like a stick
2. Open notepad → on your desk → has white pages
3. Write 'Dear [Name]' → top of page → start from left
   Why: Start your note with a greeting.
4. Write 'Thank you for...' → below greeting → continue on left
   Why: Express your gratitude and specify for what.
5. Write 'Sincerely, [Your Name]' → bottom of page → start from left
   Why: Sign off your note to end it.
6. Fold note → in half → so it fits in envelope
   Why: It's easier to send or hand over.

📊 This should help in most situations. (How sure I am: 82%)"
How do I write a thank-you note?,short + simplify,56.8,100,56.00000000000001,0,0,"First, say the name of the person you want to thank. Next, tell them what you are thankful for in a simple way. Finish by saying something nice and then your name.

📊 This should help in most situations. (How sure I am: 80%)"
How do I write a thank-you note?,short + step-by-step,17.9,53.0,0,30,0,"Start by addressing the recipient, then express your gratitude specifically mentioning the gift, favor, or act you're thankful for. Add a personal touch, perhaps mentioning how you plan to use the gift or how the favor benefited you, then close with a warm sign-off and your name.

👣 **Step-by-Step Instructions**:
1. Get a pen and paper → Desk drawer → Looks like writing tools
2. Write 'Dear [Name]' → Top of page → Start of letter
3. Express gratitude → Below salutation → 'Thank you for...'
4. Mention gift/usefulness → Next line → 'I really enjoyed...'
5. Write closing → Bottom of page → 'Sincerely, [Your Name]'
6. Put in envelope → Desk drawer → Looks like paper pocket

📊 This should help in most situations. (How sure I am: 82%)"
How do I write a thank-you note?,simplify + step-by-step,0.6999999999999957,94.0,0,30,0,"Writing a thank-you note is like planting a seed of gratitude. Here's a simple way to do it:

1. Begin with a warm greeting, like ""Dear [Name],""

2. Express your thanks. Clearly say thank you and mention the specific thing you're thankful for. For example, ""Thank you for the lovely birthday gift.""

3. Share a little more detail. Tell them how you plan to use the gift or how their kind gesture made you feel. This is like watering the seed to help it grow.

4. Look ahead. Mention the next time you might see them or just express the hope to see them soon.

5. Sign off with a closing and your name. ""With love,"" or ""Sincerely,"" are both nice ways to wrap up your note.

Remember, like a garden, the more care you put into your note, the more joy it will bring.

👣 **Step-by-Step Instructions**:
1. Get a pen and paper → Desk drawer → Looks like a rectangle
2. Write ""Dear [Name]"" → Top of page → Start on the left
3. Write ""Thank you for..."" → Below salutation → Start a new line
4. Explain why you're thankful → Below thank you → Start a new line
5. Sign off with ""Sincerely, [Your Name]"" → Bottom of page → Leave a space
6. Put note in envelope → Desk drawer → Envelope is rectangle

📊 This may help, but ask someone if unsure. (How sure I am: 70%)"
How do I write a thank-you note?,short + simplify + step-by-step,23.2,85.0,0,30,0,"Imagine you're planting a seed. First, you say hello to the person you're writing to, just like you'd make a little hole for the seed. Then, you tell them why you're thankful, like giving the seed some water. Add a little sunshine with a personal detail, then say goodbye, like covering the seed with soil. For example, ""Hello [Name], I'm really grateful for [what they did]. It was so kind. Take care, [Your Name]"".

👣 **Step-by-Step Instructions**:
1. Grab a pen → desk drawer → looks like a stick
2. Open notepad → desk → has blank pages
3. Write ""Dear [Name]"" → top of page → start from left
4. Write thank you message → below ""Dear [Name]"" → leave space
5. Sign your name → bottom of page → below message
6. Fold note → in half → so words are inside

📊 This should help in most situations. (How sure I am: 82%)"
What should I do if I miss a medication dose?,short,35.400000000000006,66.0,30.000000000000004,0,0,"The best course of action depends on the specific medication and how long it has been since the missed dose. Generally, if it's close to the time for your next dose, skip the missed dose and continue with your regular schedule. Do not double up on doses. Always consult your healthcare provider for advice specific to your situation.

📊 This should help in most situations. (How sure I am: 82%)"
What should I do if I miss a medication dose?,simplify,15.5,65.0,0,0,10,"If you happen to forget to take your medication, don't worry. It's like missing a day of watering your garden. You wouldn't flood your plants the next day to make up for it, right? Similarly, don't take a double dose of your medicine to compensate. Just take your next dose at the normal time. If you're frequently forgetting, it might be a good idea to set a reminder, like you might do to remember to water your plants. Always remember, if you're unsure, it's best to call your doctor or pharmacist for advice.

📊 This should help in most situations. (How sure I am: 75%)"
What should I do if I miss a medication dose?,step-by-step,24.500000000000004,59.0,4.0000000000000036,0,0,"1. Tap the 'Medication' app → Home screen → Looks like a pill bottle
2. Tap 'Missed Dose' → Bottom center → Red button
3. Select the missed medication → List in the middle → Names of your medications
4. Enter the time you missed → Bottom of screen → Digital clock image
5. Tap 'Submit' → Bottom right → Green button
6. Call your doctor → Phone app → Looks like a telephone

⚠️ WARNING: Never double up on medication without doctor's advice.

📊 This should help in most situations. (How sure I am: 86%)"
What should I do if I miss a medication dose?,short + simplify,42.7,97.0,13.0,0,0,"If you forget to take your medicine, take it when you remember. But if it's nearly time for your next one, don't take the one you missed. Just take the next one at the usual time. Never take two doses at once to make up for a missed one. It's like watering a plant. If you forget to water it one day, you don't drown it the next day. You just water it as usual.

📊 This should help in most situations. (How sure I am: 80%)"
What should I do if I miss a medication dose?,short + step-by-step,14.300000000000002,56.0,0,30,0,"If you miss a dose of your medication, take it as soon as you remember. However, if it's close to the time for your next dose, skip the missed dose and continue with your regular schedule. Do not take a double dose to make up for the missed one.

👣 **Step-by-Step Instructions**:
1. Check medication instructions → on bottle → small print label
2. Look for 'missed dose' instructions → same label → below usage instructions
3. If none, wait for next dose → don't double up
⚠️ WARNING: Never take double dose unless instructed.
4. If confused, call your doctor → phone number → on prescription label
5. Drink water after taking medication → from tap or bottle → clear liquid
6. Store medication properly → in original bottle → away from heat/light.

📊 This should help in most situations. (How sure I am: 86%)"
What should I do if I miss a medication dose?,simplify + step-by-step,0,56.0,0,30,2,"If you realize you've missed a dose of your medication, it's much like forgetting to water your plants one day. Just as you would give your plants extra water the next day, you might think you should take an extra dose of your medication. But that's not always the best idea. 

Instead, if it's close to the time when you should take your next dose, just skip the one you missed and continue with your regular schedule. If it's still a long time until your next dose, you can usually take the one you missed. 

But remember, it's important to ask your doctor or pharmacist to be sure what's best for you, as it can be different for each person and each medication. It's always better to be safe and ask if you're unsure.

👣 **Step-by-Step Instructions**:
1. Don't panic → Mind → Stay calm
2. Check time → Clock → Current time
3. If within 2 hours → Clock → Hour hand
4. Take missed dose → Medicine bottle → Label
⚠️ WARNING: If over 2 hours, skip dose
5. Resume normal schedule → Clock → Next dose time
6. Record the incident → Notebook → Write down date/time

✅ Guidelines:
- Never double up on doses
- Always consult your doctor if unsure

📊 This should help in most situations. (How sure I am: 77%)"
